,population,code_commune,lat,long,area,accident_num,length,ACCOTEMENT REVETU HORS CVCB,AMENAGEMENT MIXTES PIETON VELO HORS VOIE VERTE,AUTRE,BANDE CYCLABLE,CHAUSSEE A VOIE CENTRALE BANALISEE,COULOIR BUS+VELO,DOUBLE SENS CYCLABLE BANDE,DOUBLE SENS CYCLABLE NON MATERIALISE,DOUBLE SENS CYCLABLE PISTE,GOULOTTE,PISTE CYCLABLE,VELO RUE,VOIE VERTE
901,751,45153,645141,6749332,996,0.0,537.8374415489576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.8374415489576,0.0,0.0
902,14490,45208,680135,6766789,446,2.0,19182.871124545632,0.0,1862.418959578231,1929.2697580827237,3672.5387282037623,0.0,0.0,22.362339505929747,2782.0741954308824,0.0,0.0,7770.7857176071875,0.0,1143.421426136916
903,353,45102,683568,6760702,916,0.0,3838.596803106892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3838.596803106892,0.0,0.0
904,29063,91201,656901,6842435,1594,0.0,43568.95281627225,0.0,13253.775387141222,26079.633298073604,280.44735749651284,0.0,0.0,318.8976292639152,308.7379108969317,0.0,0.0,2191.142398141094,0.0,1136.3188352589673
905,8007,91363,641893,6838208,1675,1.0,17053.149160367248,0.0,3244.658025719046,4341.7407118986575,110.0218663337775,0.0,0.0,0.0,326.06853981597226,0.0,0.0,2523.439797563401,0.0,6507.220219036393
906,2268,91666,643031,6842516,537,0.0,13559.82054996541,0.0,486.076217326152,2998.929207942121,618.874597016284,0.0,0.0,0.0,0.0,0.0,0.0,7422.598616476995,0.0,2033.341911203856
907,1146,77180,673724,6848570,1280,0.0,6490.630893605205,0.0,26.5515070441348,103.22726127296164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.852125288107,0.0,0.0
908,1548,77384,672243,6834469,1329,0.0,8662.43157514757,0.0,194.2640599283838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7063.06080901888,0.0,1405.106706200305
909,1529,27003,567185,6897697,1790,0.0,342.8164053488981,0.0,0.0,342.8164053488981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,445,76508,496282,6956447,592,0.0,1505.5482535307897,0.0,0.0,1505.5482535307897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,173142,76351,492753,6936978,5739,14.0,248242.86870469665,0.0,46724.67188189601,8829.157707797905,54707.60239761879,0.0,0.0,3704.81058925032,12751.096096594312,0.0,168.9057184863493,115337.61401869646,0.0,6019.010294356514
912,7913,14333,499441,6926973,1369,0.0,7394.723855575933,0.0,357.5641307675227,1695.064416269122,1874.7024136187647,0.0,0.0,0.0,230.9315651521928,0.0,0.0,2837.7599694762075,0.0,398.7013602921231
913,3920,14699,489806,6920474,816,0.0,2980.540639116125,0.0,164.53661623711298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816.004022879012,0.0,0.0
914,1458,76167,493039,6947833,1133,0.0,1510.910559158224,0.0,240.21805853753884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.6925006206852,0.0,0.0
915,1185,14557,488187,6918715,508,0.0,5759.367768658858,0.0,0.0,778.3403267412058,182.35619700863597,0.0,0.0,0.0,0.0,0.0,0.0,4604.023604103513,0.0,194.6476408055036
916,1040,27678,558367,6874878,2062,0.0,941.5202398582604,0.0,941.5202398582604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,324,27033,557415,6889816,512,0.0,4885.912560484222,0.0,875.8211547669425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4010.09140571728
918,1152,76753,566654,6917586,397,0.0,1819.97624993192,0.0,974.6759285564136,845.3003213755065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,985,76418,534135,6942211,1437,0.0,5021.361259866513,0.0,5021.361259866513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,1066,76499,524499,6931314,1684,0.0,1066.4563539292703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.4563539292703,0.0,0.0
921,804,76660,504350,6934655,1535,1.0,182.6925298646201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.6925298646201,0.0,0.0
922,9153,76305,498710,6936129,2651,1.0,18976.85514355769,0.0,278.4200226339515,957.861563772996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17740.57355715074,0.0,0.0
923,1308,76169,512648,6935234,2941,0.0,1614.174917925871,0.0,0.0,1614.174917925871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,759,76708,515383,6962642,452,0.0,226.311792972208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.311792972208
925,10272,76216,558489,6931732,318,0.0,1349.257469227387,0.0,30.0835113449892,371.7441961309434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.4297617514544
926,19798,76451,560872,6931687,793,0.0,37682.09438321364,0.0,6989.8763953489015,939.1035795952783,9147.181134499351,0.0,0.0,67.81554135220364,47.345644895271015,0.0,0.0,18064.890783553838,0.0,2425.881303968796
927,11232,76410,557344,6932776,415,0.0,4985.427482764118,0.0,578.8080369369893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.3107632717863,0.0,3316.308682555342
928,359,76653,535493,6964795,1230,0.0,1038.3669448033884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.3669448033884,0.0,0.0
929,6846,95039,638178,6886649,1280,1.0,11585.55585574826,0.0,5086.5428588697405,0.0,4729.876687975256,0.0,0.0,0.0,1494.8065632092264,0.0,0.0,274.3297456940379,0.0,0.0
930,919,78410,602381,6886226,1012,0.0,1057.006198448574,0.0,0.0,0.0,1057.006198448574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,612,78031,605303,6873605,234,0.0,903.2317982671722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.2317982671722,0.0,0.0
932,3720,27507,573500,6869011,2002,0.0,6025.439203972723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6025.439203972723,0.0,0.0
933,1037,27213,596623,6895607,1528,1.0,17945.022703581482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8026.626133281895,0.0,9918.396570299588
934,8988,78401,621048,6879050,345,2.0,4180.907568287864,0.0,1697.7991944234393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2483.1083738644243,0.0,0.0
935,541,26223,877614,6435101,1609,0.0,351.5557585433718,0.0,248.3968911300235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.15886741334825
936,221,07306,805982,6369279,840,0.0,2302.418696563155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302.418696563155
937,3203,69163,837386,6535846,1790,1.0,13500.062443400087,0.0,226.4533173548741,1054.3705534464957,10959.213685918938,0.0,0.0,0.0,619.8592404938494,0.0,0.0,640.1656461859311,0.0,0.0
938,5670,63195,729596,6526536,3468,1.0,507.4540876160952,0.0,398.5758574892295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.87823012686565
939,580,15016,647616,6433052,2575,0.0,2783.162828945099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783.162828945099,0.0,0.0
940,1670,38320,885636,6529500,1585,0.0,8688.019502319217,0.0,691.960715975399,1330.8852865214926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6665.173499822325
941,272,07189,795074,6379212,693,0.0,96.05703416959496,0.0,0.0,96.05703416959496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,7112,01262,857274,6531951,4010,1.0,3450.178925355596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.57859276228797,0.0,0.0,0.0,0.0,3285.600332593309
943,3412,07331,806655,6397512,1951,0.0,5435.748463720336,0.0,2247.2109622745065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3188.53750144583,0.0,0.0
944,1676,42122,782047,6495286,1480,0.0,712.4655303486206,0.0,712.4655303486206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,2802,42069,782126,6544918,1267,0.0,5003.974765113351,0.0,3709.6443382904217,0.0,726.8559633721526,0.0,0.0,0.0,0.0,0.0,0.0,567.4744634507769,0.0,0.0
946,6369,69248,801668,6548830,4446,0.0,220.48522955886503,0.0,219.24915225941808,0.0,1.236077299446967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,4392,26113,887370,6409139,5744,0.0,11464.27920649643,0.0,6084.770129305765,3127.307517455169,1440.0749524441544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.1266072913412
948,205,63230,751368,6496156,1735,0.0,2322.834186757582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266.271031636654,0.0,56.56315512092788
949,1941,15083,654931,6432167,1858,0.0,105.06339632308088,0.0,105.06339632308088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,2224,63026,699157,6508012,5059,0.0,1785.2370467991816,0.0,1401.1175837800215,384.1194630191599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,3730,69285,860438,6519923,1320,0.0,13867.99419875737,0.0,22.531914760575543,0.0,7102.112644045852,0.0,0.0,0.0,0.0,0.0,0.0,176.56675183680707,0.0,6566.782888114135
952,1743,74275,951146,6531270,2551,0.0,15563.7630574027,0.0,87.16828352047003,6023.586758747577,1307.1893685854664,0.0,0.0,0.0,0.0,0.0,0.0,8145.818646549186,0.0,0.0
953,3562,73006,982226,6501268,5060,0.0,13074.367883850891,0.0,740.1191381390262,0.0,5757.609783849041,0.0,0.0,0.0,0.0,0.0,0.0,6576.638961862825,0.0,0.0
954,3229,74128,958020,6567834,1166,0.0,6744.6057887300885,0.0,5323.85770055432,1420.748088175768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,218,07165,817174,6425821,925,0.0,19260.351672689947,0.0,0.0,52.05927721404595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19208.292395475903,0.0,0.0
956,1790,38336,843164,6488245,1840,0.0,3899.892723985644,0.0,0.0,0.0,809.6213326365591,0.0,0.0,0.0,0.0,0.0,0.0,358.12321460415467,0.0,2732.14817674493
957,2794,03001,734593,6555482,1030,1.0,15941.223716590088,0.0,241.68581961096177,126.47497812445116,0.0,0.0,0.0,0.0,0.0,0.0,11.819612734667423,0.0,0.0,15561.243306120008
958,27074,15014,656298,6426094,2917,7.0,29450.639294987148,0.0,7505.309481195708,0.0,5183.191263881423,0.0,0.0,714.9781809533491,5549.534783867816,0.0,0.0,6408.165522508409,0.0,4089.4600625804433
959,2817,43152,768154,6442936,3288,1.0,904.6724319155132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.6724319155132,0.0,0.0
960,773,03168,670169,6611121,2091,0.0,11098.64111708176,0.0,0.0,6646.947654989127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4451.693462092632,0.0,0.0
961,1589,26045,852704,6386070,2393,0.0,1067.4651994613816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.4651994613816,0.0,0.0
962,1396,38540,904201,6467255,1246,1.0,10259.631236192505,0.0,0.0,0.0,526.8703518714369,0.0,0.0,0.0,0.0,0.0,37.50434534429189,6548.40803679464,0.0,3146.848502182136
963,63902,83126,934320,6225201,2357,2.0,24749.59266161296,0.0,19.233466244839327,138.39804359845743,5677.745911122674,0.0,0.0,0.0,3614.9126628160343,0.0,0.0,14250.608092468075,0.0,1048.6944853628734
964,1378,67098,1026232,6836318,495,0.0,3613.52382334565,0.0,343.81562254355504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3269.7082008020943,0.0,0.0
965,4707,40209,340317,6284207,1531,0.0,16738.61831974411,0.0,121.78019716016968,0.0,3340.8006787247705,0.0,0.0,0.0,1132.4628965946667,0.0,0.0,11676.52804182918,0.0,467.0465054353234
966,2319,22135,232206,6848741,5844,0.0,7216.759016030111,0.0,6192.510574381196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.2484416489146
967,9800,69271,852317,6517389,1154,1.0,52173.646335614016,0.0,2102.4325535821804,361.6323679067824,3739.069022501378,536.0024324032835,7761.893809844806,356.8718968085213,903.3751714806978,0.0,0.0,22270.83454455252,0.0,14141.534536533843
968,1655,37119,504718,6671897,361,0.0,856.1086960229809,0.0,597.5403828158145,75.19377077434287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.37454243282355
969,3188,31048,589112,6263842,2001,0.0,981.1486295764494,0.0,153.830573774041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.3180558024083
970,450,50036,382509,6920846,238,0.0,3489.2595083060487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3489.2595083060487,0.0,0.0
971,186,04155,976698,6352098,16693,0.0,544.5192554951356,0.0,544.5192554951356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,928,85055,347516,6642518,1295,0.0,191.04905062916504,0.0,191.04905062916504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,441,17446,442707,6530646,568,0.0,340.2231456789794,0.0,340.2231456789794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,564,24171,536029,6479013,1158,0.0,214.60109877308375,0.0,214.60109877308375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,612,82001,561478,6329565,810,0.0,813.1799776689062,0.0,813.1799776689062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,1256,76618,572177,6986589,716,0.0,1536.511427100956,0.0,508.46943557541744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0419915255386
977,530,01436,936970,6589817,1073,0.0,499.9637464421635,0.0,499.9637464421635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,74,46212,594674,6383780,1697,0.0,2656.361268759249,0.0,2656.361268759249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,6886,34023,755805,6261421,870,0.0,20857.252416081246,0.0,4985.104514360475,0.0,3275.089630983383,0.0,0.0,0.0,105.87021223756818,0.0,0.0,9719.083451862654,0.0,2772.104606637168
980,703,67450,1061412,6867607,64,0.0,306.6903222743529,0.0,0.0,0.0,306.6903222743529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,5265,86177,490173,6624371,1702,1.0,20515.813252821048,0.0,10252.486195663168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8719.002852068483,0.0,1544.3242050893962
982,329,68308,998495,6751228,513,0.0,2471.571842055668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471.571842055668
983,592,50260,402434,6849700,755,2.0,7774.346627120965,0.0,7774.346627120965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,231,08336,856188,6953452,586,0.0,4006.180960049319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4006.180960049319,0.0,0.0
985,1401,61466,440587,6854443,814,0.0,1001.6366322000716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.6366322000716
986,934,85080,407474,6594573,1343,0.0,5366.620486377658,0.0,1534.3579780441623,3350.2743332665923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.9881750669037
987,5098,85146,372178,6661990,306,0.0,97722.4088157193,0.0,14534.873720585429,206.63823329315,12818.757325396344,0.0,0.0,515.3979352046366,266.61742787758027,0.0,0.0,46287.22522614429,0.0,23092.898947217884
988,4607,44120,335819,6690518,3108,0.0,5600.003087081666,0.0,0.0,0.0,1721.2207821221605,0.0,139.01779264201537,377.8128025606554,459.9106880482992,0.0,0.0,2111.781316319073,0.0,790.2597053894622
989,1224,17166,399283,6564512,1367,0.0,36.91121063532032,0.0,36.91121063532032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,1566,30281,794470,6310356,1441,0.0,863.2130370034918,0.0,863.2130370034918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,4671,34069,707260,6255861,3835,0.0,17545.43531326428,0.0,170.50146052873868,0.0,4519.381874256365,0.0,0.0,0.0,0.0,0.0,0.0,12855.551978479174,0.0,0.0
992,669,29034,198820,6839533,2860,0.0,24899.630156518928,0.0,22946.95189260861,1297.518557893258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.1597060170659
993,585,44112,374796,6749787,779,0.0,222.0614913103653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0614913103653
994,1182,68144,1036361,6749303,1531,0.0,18161.33914180072,0.0,157.9388396234116,2026.069325103472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15977.330977073836,0.0,0.0
995,4352,36046,622870,6608597,609,0.0,6254.4077655549,0.0,4408.415546340181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845.9922192147187,0.0,0.0
996,8238,40065,342982,6291775,2136,0.0,52539.270305064376,0.0,124.93467474652115,2699.4771430083056,4137.382953819504,0.0,0.0,111.50166245834322,176.68210829849053,0.0,0.0,42744.64616679214,0.0,2544.645595941068
997,1734,21661,844189,6692246,1211,0.0,795.2808823580527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.23675813958647,0.0,454.0441242184663
998,1676,21356,873361,6667039,2273,0.0,936.7805277073968,0.0,7.599176647172229,75.88994811434705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.2914029458776,0.0,0.0
999,1771,70122,888711,6728759,12934,0.0,175.7176755471001,0.0,64.21280308828887,0.0,0.0,0.0,0.0,0.0,111.50487245881123,0.0,0.0,0.0,0.0,0.0
1000,304,70243,943778,6714743,1453,0.0,9467.72989353906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.9916007082471,0.0,8625.738292830814
1001,102,21310,820851,6692510,1404,0.0,6896.87764922116,0.0,3309.389635538229,0.0,3587.488013682931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,834,89130,752876,6732852,2243,0.0,5341.579202818326,0.0,473.4754762573037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4868.103726561022,0.0,0.0
1003,504,58096,741012,6634039,1254,0.0,1040.0074894446493,0.0,0.0,0.0,1040.0074894446493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,558,39389,920038,6630047,743,0.0,1726.7869875847523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.7869875847523,0.0,0.0
1005,6071,71118,838251,6634068,1246,3.0,19951.72677273651,0.0,345.9886789074547,0.0,313.33528814279146,25.264991810746164,0.0,0.0,0.0,0.0,0.0,10327.657458639906,0.0,8939.480355235613
1006,30569,54547,932770,6843929,935,3.0,35899.77837050294,0.0,1477.7009163138985,246.9357381342094,5495.932539864327,0.0,228.9574509345443,95.66716793101008,4877.565725395353,0.0,0.0,11159.876077601366,0.0,12317.142754328235
1007,212,88105,926648,6774965,2177,0.0,3577.803875244063,0.0,0.0,3577.803875244063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,801,57162,930917,6887516,542,0.0,3434.0771489985136,0.0,3434.0771489985136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,116,88388,951401,6788080,937,0.0,15509.644139995084,0.0,14692.280051091646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.3640889034396,0.0,0.0
1010,14112,33003,424068,6432617,2466,0.0,15334.256201278322,0.0,0.0,0.0,3966.21534036238,0.0,0.0,468.0754164262845,465.5532273380284,0.0,0.0,9349.545633434376,0.0,1084.8665837172512
1011,520,17182,410288,6579561,1142,0.0,303.0208656108015,0.0,181.9942791623579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.02658644844357
1012,1258,86221,499467,6640141,3214,0.0,7701.909221715943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7371.33458433441,0.0,330.57463738153376
1013,4397,87125,571044,6535969,1757,0.0,12566.77201659434,0.0,11958.430059262622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.42382170513264,0.0,187.91813562658407
1014,1673,79066,440553,6603345,2174,0.0,324.46602662066715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.46602662066715
1015,470,87128,560929,6554250,2449,0.0,5695.992060510094,0.0,1021.9876992142068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4674.004361295888,0.0,0.0
1016,772,23089,622879,6583891,3566,0.0,954.5082853779602,0.0,0.2634689789615631,140.16164844595693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0831679530418,0.0,0.0
1017,3613,16138,473200,6513059,1259,0.0,3406.515392666488,0.0,2905.584296684893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.931095981595,0.0,0.0
1018,1856,64493,371988,6254065,758,0.0,627.4112311018654,0.0,25.690241024976125,0.0,0.0,0.0,0.0,0.0,601.7209900768893,0.0,0.0,0.0,0.0,0.0
1019,3318,33203,381988,6463053,22254,0.0,93801.88623381632,0.0,4178.31585288985,7028.481628363005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82368.51791258625,0.0,226.57083997720076
1020,538,64217,396380,6239096,2897,0.0,1457.060913055033,0.0,1457.060913055033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,3791,17010,382791,6564925,801,0.0,17633.164986373158,0.0,6191.521887723765,0.0,0.0,0.0,0.0,1251.011863410659,117.40394898514202,0.0,0.0,10024.672786016004,0.0,48.55450023758388
1022,822,24172,545438,6428121,3894,0.0,5302.1077103456055,0.0,5018.099679480696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.00803086490964
1023,2081,79185,445940,6582238,2133,0.0,13483.623104129523,0.0,0.0,0.0,1828.2876577149204,0.0,0.0,0.0,0.0,0.0,0.0,11655.335446414603,0.0,0.0
1024,4505,40197,389225,6337244,6195,0.0,8399.752092307215,0.0,0.0,637.003658092624,1726.792229280054,0.0,0.0,0.0,0.0,0.0,0.0,2881.222134536448,0.0,3154.73407039809
1025,1725,17387,406803,6532436,1738,0.0,312.59511334867227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.59511334867227,0.0,0.0
1026,4134,84026,892527,6295598,2584,1.0,2191.03751727614,0.0,2109.863364078503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.17415319763667,0.0,0.0
1027,997,17104,448663,6472293,2211,0.0,9660.868403428303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9660.868403428303,0.0,0.0
1028,9269,68256,1022122,6749691,522,0.0,17648.609750707583,0.0,340.7086773652227,0.0,7992.001291993958,0.0,0.0,500.5187077878577,589.7974601232296,0.0,25.84883822643713,8199.734775210878,0.0,0.0
1029,884,14319,459858,6898697,412,0.0,7866.763907131128,0.0,89.27090966777892,0.0,140.09177662213804,0.0,0.0,0.0,0.0,0.0,0.0,5328.994698686001,0.0,2308.40652215521
1030,9225,40281,416979,6314831,2627,0.0,53082.41585705006,0.0,19231.11817395469,33.41564059856764,4792.424251767709,1592.5910459826591,0.0,0.0,579.2542970763935,0.0,0.0,25224.375544579845,0.0,1629.236903090196
1031,331,37262,511491,6671173,946,0.0,6537.92938720451,0.0,6537.92938720451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,1120,57351,937787,6890802,312,0.0,3209.802682882294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3209.802682882294,0.0,0.0
1033,681,39510,924811,6590744,1947,0.0,3116.87170386222,0.0,3116.87170386222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,106,70100,882895,6711131,675,0.0,95.0170716016866,0.0,95.0170716016866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,14519,45155,674906,6734684,6762,0.0,13549.519003226029,0.0,1140.278835036749,0.0,4191.89169666473,0.0,0.0,0.0,0.0,0.0,0.0,7468.069748698016,0.0,749.2787228265354
1036,9061,78356,630400,6849366,1667,0.0,29964.99991877868,0.0,7981.683202806194,3893.20458808968,521.546069393147,0.0,0.0,37.954986959588375,2513.003100245959,0.0,53.04973727454324,11850.093190381403,0.0,3114.4650436281668
1037,120489,66136,693848,6178344,6831,15.0,162016.92438673196,0.0,21199.247873671877,1082.744334969057,15649.27014477124,0.0,4797.962312441127,905.3292411860024,30536.58006963,232.9655280587128,17.119138013898645,69354.72329481621,0.0,18240.982449173836
1038,192,81304,629296,6335045,1618,0.0,528.3466256087215,0.0,528.3466256087215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,2671,66009,668880,6148773,2891,0.0,2073.1165809230847,0.0,0.0,335.6854976165005,0.0,0.0,0.0,0.0,383.4466845405474,0.0,0.0,0.0,0.0,1353.984398766037
1040,793,09214,545219,6206441,3684,0.0,951.3404823792738,0.0,0.0,951.3404823792738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,42,31067,511936,6207141,787,0.0,2517.9405934549886,0.0,0.0,2517.9405934549886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,2489,30019,792424,6295460,1189,0.0,15.891285537341869,0.0,15.891285537341869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,444,12226,666674,6402078,3672,0.0,97.23753533456244,0.0,97.23753533456244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,206,48019,752365,6351887,3445,0.0,141.3503310719462,0.0,0.0,141.3503310719462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,9783,46102,623953,6390730,3534,0.0,9360.895458481324,0.0,3769.9551085116864,0.0,3899.564432402237,0.0,0.0,0.0,734.5933610005108,0.0,0.0,197.88332111129105,0.0,758.8992354556011
1046,317,34291,689603,6273570,1593,0.0,3941.32399661002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3941.32399661002
1047,170,81136,594282,6323330,1827,0.0,1713.51632707181,0.0,1713.51632707181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,51869,11262,704315,6229011,17494,11.0,111487.55939108212,0.0,32713.7993512224,16224.633128400606,13109.717722838002,0.0,0.0,1386.8779327472405,976.2770244272916,74.9834786468918,0.0,26924.827684581964,0.0,20076.44306821772
